g	s	f
RAB3IL1	2	f-211
RAB3IL1	2	f-212
RAB3IL1	2	f-213
RAB3IL1	26	f-62
RAB3IL1	31	f-63
RAB3IL1	49	f-12
RAB3IL1	7	f-25
RAB3IP	13	f-62
RAB3IP	14	f-14
RAB3IP	145	f-23
RAB3IP	145	f-71
RAB3IP	15	f-22
RAB3IP	169	f-12
RAB3IP	2	f-16
RAB3IP	2	f-392
RAB3IP	2	f-41
RAB3IP	21	f-63
RAB3IP	25	f-91
RAB3IP	28	f-33
RAB3IP	29	f-26
RAB3IP	33	f-61
RAB3IP	37	f-391
RAB3IP	4	f-212
RAB3IP	41	f-37
RAB3IP	5	f-213
RAB3IP	7	f-25
RAB40B	1	f-14
RAB40B	1	f-63
RAB40B	2	f-25
RAB40B	2	f-62
RAB40B	5	f-26
RAB40B	74	f-13
RAB40C	1	f-222
RAB40C	1	f-42
RAB40C	1	f-51
RAB40C	17	f-26
RAB40C	19	f-63
RAB40C	21	f-61
RAB40C	3	f-41
RAB40C	54	f-13
RAB40C	8	f-14
RAB40C	9	f-25
RAB40C	9	f-62
RAB42	1	f-13
RAB42	1	f-26
RAB42	1	f-92
RAB42	2	f-25
RAB43	2	f-13
RAB43	3	f-63
RAB44	1	f-16
RAB44	1	f-33
RAB44	25	f-14
RAB44	27	f-21
RAB44	27	f-72
RAB44	35	f-23
RAB44	35	f-71
RAB44	52	f-12
RAB44	8	f-28
RAB4A	1	f-212
RAB4A	1	f-62
RAB4A	13	f-26
RAB4A	2	f-211
RAB4A	2	f-213
RAB4A	4	f-391
RAB4A	5	f-61
RAB4A	7	f-14
RAB4A	7	f-63
RAB4B	1	f-14
RAB4B	199	f-13
RAB4B	2	f-32
RAB4B	2	f-42
RAB4B	24	f-62
RAB4B	25	f-61
RAB4B	27	f-63
RAB4B	28	f-26
RAB4B	3	f-12
RAB4B	3	f-33
RAB4B	44	f-23
RAB4B	44	f-71
RAB4B	9	f-22
RAB5A	1	f-41
RAB5A	1	f-63
RAB5A	3	f-26
RAB5A	4	f-36
RAB5A	4	f-61
RAB5A	7	f-392
RAB5A	7	f-42
RAB5A	9	f-14
RAB5B	1	f-25
RAB5B	2	f-14
RAB5B	20	f-63
RAB5B	23	f-61
RAB5B	23	f-62
RAB5B	3	f-31
RAB5C	1	f-26
RAB5C	1	f-28
RAB5C	2	f-42
RAB5C	3	f-14
RAB5C	36	f-35
RAB5C	38	f-39
RAB5C	46	f-27
RAB5C	46	f-392
RAB5C	51	f-92
RAB5C	56	f-390
RAB5C	57	f-391
RAB5CP1	1	f-27
RAB5CP1	3	f-28
RAB5CP1	49	f-42
RAB6A	11	f-14
RAB6A	65	f-13
RAB6A	77	f-36
RAB6B	1	f-212
RAB6B	1	f-213
RAB6B	1	f-41
RAB6B	11	f-39
RAB6B	12	f-14
RAB6B	2	f-211
RAB6B	20	f-391
RAB6B	29	f-42
RAB6B	3	f-27
RAB6B	3	f-38
RAB6B	30	f-37
RAB6B	33	f-392
RAB6B	4	f-390
RAB6B	53	f-36
RAB6B	76	f-35
RAB6B	89	f-92
RAB6B	91	f-13
RAB6C-AS1	4	f-42
RAB7A	1	f-63
RAB7A	11	f-14
RAB7A	2	f-26
RAB7A	2	f-61
RAB7A	4	f-41
RAB7A	64	f-13
RAB7L1	1	f-51
RAB7L1	108	f-37
RAB7L1	109	f-36
RAB7L1	159	f-12
RAB7L1	16	f-25
RAB7L1	173	f-13
RAB7L1	23	f-22
RAB7L1	24	f-23
RAB7L1	24	f-71
RAB7L1	4	f-28
RAB7L1	4	f-38
RAB7L1	44	f-26
RAB7L1	50	f-92
RAB7L1	51	f-61
RAB7L1	51	f-62
RAB7L1	54	f-39
RAB7L1	54	f-63
RAB7L1	56	f-91
RAB7L1	59	f-392
RAB7L1	8	f-14
RAB7L1	84	f-42
RAB7L1	85	f-27
RAB7L1	89	f-391
RAB7L1	94	f-35
RAB7L1	97	f-390
RAB8A	1	f-16
RAB8A	1	f-25
RAB8A	1	f-28
RAB8A	12	f-63
RAB8A	13	f-61
RAB8A	15	f-62
RAB8A	18	f-26
RAB8A	6	f-14
RAB8B	1	f-25
RAB8B	1	f-390
RAB8B	1	f-42
RAB8B	1	f-51
RAB8B	1	f-63
RAB8B	2	f-61
RAB8B	2	f-91
RAB8B	3	f-14
RAB9A	12	f-27
RAB9A	15	f-26
RAB9A	15	f-61
RAB9A	15	f-62
RAB9A	16	f-63
RAB9B	1	f-392
RAB9B	11	f-37
RAB9B	58	f-390
RABAC1	1	f-51
RABAC1	10	f-61
RABAC1	119	f-13
RABAC1	13	f-62
RABAC1	16	f-63
RABAC1	215	f-12
RABAC1	27	f-26
RABAC1	43	f-33
RABAC1	6	f-14
RABEP1	1	f-39
RABEP1	1	f-41
RABEP1	1	f-51
RABEP1	1	f-92
RABEP1	102	f-26
RABEP1	119	f-61
RABEP1	120	f-62
RABEP1	129	f-63
RABEP1	14	f-28
RABEP1	25	f-14
RABEP1	3	f-212
RABEP1	3	f-213
RABEP1	3	f-231
RABEP1	4	f-25
RABEP2	4	f-14
RABEPK	1	f-16
RABEPK	1	f-211
RABEPK	1	f-22
RABEPK	14	f-14
RABEPK	180	f-27
RABEPK	2	f-213
RABEPK	31	f-25
RABEPK	380	f-12
RABEPK	63	f-61
RABEPK	75	f-26
RABEPK	76	f-62
RABEPK	81	f-63
RABGAP1	1	f-16
RABGAP1	1	f-61
RABGAP1	104	f-37
RABGAP1	14	f-35
RABGAP1	147	f-92
RABGAP1	19	f-63
RABGAP1	199	f-390
RABGAP1	236	f-39
RABGAP1	24	f-391
RABGAP1	247	f-42
RABGAP1	259	f-27
RABGAP1	27	f-26
RABGAP1	4	f-14
RABGAP1L	20	f-61
RABGAP1L	201	f-12
RABGAP1L	21	f-63
RABGAP1L	27	f-26
RABGAP1L	3	f-25
RABGAP1L	30	f-28
RABGAP1L	43	f-14
RABGAP1L	6	f-62
RABGAP1L-IT1	1	f-14
RABGEF1	1	f-14
RABGEF1	1	f-16
RABGEF1	1	f-51
RABGEF1	125	f-13
RABGEF1	20	f-26
RABGEF1	3	f-41
RABGEF1	30	f-63
RABGEF1	4	f-25
RABGEF1	58	f-62
RABGEF1	84	f-61
RABGGTA	1	f-12
RABGGTA	1	f-27
RABGGTA	1	f-41
RABGGTA	10	f-21
RABGGTA	10	f-22
RABGGTA	10	f-72
RABGGTA	11	f-14
RABGGTA	11	f-32
RABGGTA	13	f-25
RABGGTA	15	f-390
RABGGTA	2	f-13
RABGGTA	25	f-61
RABGGTA	26	f-92
RABGGTA	34	f-62
RABGGTA	42	f-26
RABGGTA	43	f-63
RABGGTA	9	f-31
RABGGTA	98	f-33
RABGGTA	99	f-23
RABGGTA	99	f-71
RABGGTB	1	f-28
RABGGTB	1	f-37
RABGGTB	1	f-38
RABGGTB	1	f-39
RABGGTB	1	f-390
RABGGTB	17	f-26
RABGGTB	19	f-61
RABGGTB	2	f-391
RABGGTB	2	f-41
RABGGTB	2	f-51
RABGGTB	24	f-63
RABGGTB	251	f-27
RABGGTB	5	f-12
RABGGTB	5	f-14
RABGGTB	52	f-13
RABIF	1	f-63
RABIF	13	f-26
RABIF	19	f-62
RABIF	2	f-25
RABIF	5	f-61
RABIF	62	f-13
RABL2A	1	f-12
RABL2A	12	f-14
RABL2A	14	f-36
RABL2A	2	f-26
RABL2A	2	f-390
RABL2A	3	f-63
RABL2A	36	f-27
RABL2A	36	f-35
RABL2A	4	f-42
RABL2A	4	f-62
RABL2A	49	f-92
RABL2A	5	f-38
RABL2B	12	f-39
RABL2B	14	f-14
RABL2B	29	f-12
RABL2B	4	f-36
RABL3	1	f-212
RABL3	1	f-62
RABL3	2	f-13
RABL3	3	f-41
RABL3	5	f-25
RABL4	1	f-41
RABL4	1	f-51
RABL4	12	f-61
RABL4	16	f-63
RABL4	17	f-62
RABL4	21	f-26
RABL4	9	f-25
RABL5	33	f-41
RABL6	1	f-14
RABL6	1	f-390
RABL6	15	f-392
RAC1	1	f-35
RAC1	1	f-41
RAC1	10	f-26
RAC1	19	f-63
RAC1	26	f-39
RAC1	26	f-61
RAC1	27	f-62
RAC1	3	f-391
RAC1	36	f-14
RAC1	4	f-25
RAC1	45	f-390
RAC1	71	f-12
RAC1P4	2	f-37
RAC1P5	1	f-37
RAC2	1	f-41
RAC2	1	f-51
RAC2	24	f-14
RAC2	24	f-63
RAC2	4	f-33
RAC2	4	f-61
RAC2	4	f-62
RAC2	9	f-26
RAC2	93	f-13
RAC3	1	f-31
RAC3	2	f-212
RAC3	2	f-36
RACGAP1	16	f-21
RACGAP1	16	f-72
RACGAP1	19	f-26
RACGAP1	2	f-14
RACGAP1	3	f-25
RACGAP1	32	f-63
RACGAP1	50	f-28
RACGAP1	6	f-61
RACGAP1	9	f-62
RACGAP1P	21	f-13
RAD1	2	f-26
RAD1	6	f-14
RAD17	10	f-14
RAD17	2	f-63
RAD17	96	f-13
RAD17P1	1	f-42
RAD17P1	4	f-39
RAD17P2	10	f-42
RAD18	1	f-213
RAD18	1	f-25
RAD18	1	f-41
RAD18	3	f-13
RAD18	3	f-14
RAD1P1	1	f-91
RAD1P2	3	f-38
RAD1P2	5	f-35
RAD21	1	f-225
RAD21	1	f-26
RAD21	1	f-41
RAD21	1	f-63
RAD21	11	f-14
RAD21	283	f-13
RAD21	33	f-12
RAD21L1	2	f-211
RAD21L1	2	f-212
RAD21L1	2	f-213
RAD21L1	21	f-33
RAD21L1	4	f-14
RAD21L1	53	f-13
RAD23A	1	f-25
RAD23A	1	f-61
RAD23A	2	f-26
RAD23A	2	f-63
RAD23A	49	f-13
RAD23B	110	f-13
RAD23B	15	f-63
RAD23B	16	f-61
RAD23B	18	f-62
RAD23B	19	f-14
RAD23B	44	f-12
RAD23B	8	f-26
RAD23BLP	1	f-92
RAD50	1	f-26
RAD50	2	f-28
RAD50	3	f-14
RAD50	37	f-91
RAD50	49	f-13
RAD51	1	f-14
RAD51	4	f-41
RAD51AP1	1	f-14
RAD51AP1	1	f-25
RAD51AP1	1	f-35
RAD51AP1	1	f-41
RAD51AP1	1	f-42
RAD51AP1	1	f-62
RAD51AP1	13	f-13
RAD51AP1	15	f-63
RAD51AP1	2	f-26
RAD51AP1	9	f-61
RAD51B	7	f-14
RAD51C	1	f-16
RAD51C	1	f-41
RAD51C	10	f-211
RAD51C	12	f-14
RAD51C	146	f-35
RAD51C	146	f-38
RAD51C	164	f-36
RAD51C	165	f-391
RAD51C	172	f-390
RAD51C	175	f-392
RAD51C	176	f-92
RAD51C	178	f-42
RAD51C	179	f-39
RAD51C	183	f-37
RAD51C	190	f-28
RAD51C	194	f-22
RAD51C	2	f-224
RAD51C	202	f-91
RAD51C	209	f-21
RAD51C	209	f-27
RAD51C	209	f-72
RAD51C	22	f-25
RAD51C	336	f-61
RAD51C	351	f-33
RAD51C	36	f-32
RAD51C	372	f-26
RAD51C	374	f-62
RAD51C	381	f-63
RAD51C	390	f-12
RAD51C	5	f-225
RAD51C	653	f-13
RAD51C	756	f-23
RAD51C	756	f-71
RAD51C	9	f-212
RAD51C	9	f-213
RAD51D	1	f-38
RAD51D	11	f-33
RAD51D	17	f-39
RAD51D	17	f-390
RAD51D	17	f-392
RAD51D	37	f-36
RAD51D	43	f-37
RAD51D	49	f-35
RAD51D	5	f-14
RAD51D	50	f-391
RAD51D	50	f-92
RAD51L1	1	f-62
RAD51L1	2	f-63
RAD51L1	9	f-13
RAD51L3	1	f-25
RAD51L3	2	f-62
RAD51L3	26	f-13
RAD51L3	3	f-26
RAD51L3	4	f-61
RAD51L3-RFFL	1	f-92
RAD52	1	f-23
RAD52	1	f-25
RAD52	1	f-63
RAD52	1	f-71
RAD52	14	f-14
RAD52	17	f-35
RAD52	3	f-13
RAD52	40	f-12
RAD52	7	f-36
RAD52	7	f-37
RAD52	7	f-38
RAD52	7	f-39
RAD52	7	f-390
RAD52	7	f-391
RAD52	7	f-392
RAD52	7	f-92
RAD52	8	f-27
RAD52	8	f-28
RAD52	8	f-42
RAD52	8	f-91
RAD54B	1	f-16
RAD54B	1	f-61
RAD54B	1	f-62
RAD54B	1	f-63
RAD54B	122	f-13
RAD54B	149	f-38
RAD54B	187	f-39
RAD54B	195	f-390
RAD54B	2	f-224
RAD54B	2	f-41
RAD54B	202	f-392
RAD54B	213	f-92
RAD54B	218	f-36
RAD54B	228	f-32
RAD54B	248	f-391
RAD54B	3	f-14
RAD54B	3	f-212
RAD54B	3	f-213
RAD54B	4	f-211
RAD54B	43	f-42
RAD54B	453	f-33
RAD54B	5	f-23
RAD54B	5	f-71
RAD54B	89	f-35
RAD54L	4	f-14
RAD54L	4	f-213
RAD54L2	2	f-14
RAD9A	1	f-13
RAD9A	1	f-41
RAD9A	14	f-14
RAD9A	2	f-26
RAD9B	1	f-211
RAD9B	228	f-23
RAD9B	228	f-71
RAD9B	4	f-212
RAD9B	4	f-213
RAD9B	74	f-28
RAD9B	8	f-12
RAD9B	81	f-27
RAD9B	9	f-14
RADIL	1	f-14
RADIL	2	f-41
RADIL	6	f-37
RAE1	1	f-14
RAE1	13	f-13
RAE1	2	f-27
RAE1	2	f-62
RAE1	3	f-391
RAE1	3	f-41
RAE1	4	f-392
RAE1	4	f-63
RAE1	5	f-39
RAE1	7	f-390
RAET1E	1	f-92
RAET1E	2	f-41
RAET1E	3	f-211
RAET1E-AS1	1	f-39
RAET1G	1	f-390
RAET1G	2	f-41
RAET1G	8	f-213
RAET1K	2	f-14
RAET1K	5	f-92
RAET1L	27	f-13
RAF1	1	f-25
RAF1	14	f-63
RAF1	17	f-14
RAF1	194	f-13
RAF1	2	f-41
RAF1	26	f-61
RAF1	3	f-62
RAF1	4	f-26
RAF1	6	f-33
RAG1	2	f-392
RAG1AP1	10	f-62
RAG1AP1	13	f-61
RAG1AP1	25	f-26
RAG1AP1	37	f-63
RAG1AP1	5	f-25
RAGE	18	f-62
RAGE	18	f-63
RAGE	2	f-25
RAGE	53	f-13
RAGE	9	f-26
RAGE	9	f-61
RAI1	1	f-25
RAI1	19	f-26
RAI1	2	f-62
RAI1	3	f-14
RAI1	3	f-63
RAI1	47	f-13
RAI1-AS1	2	f-27
RAI14	15	f-62
RAI14	17	f-13
RAI14	23	f-61
RAI14	3	f-14
RAI14	30	f-42
RAI14	4	f-41
RAI14	67	f-91
RAI14	9	f-63
RALB	1	f-233
RALB	1	f-41
RALB	1	f-51
RALB	13	f-14
RALB	164	f-13
RALB	22	f-23
RALB	22	f-71
RALB	34	f-26
RALB	34	f-61
RALB	34	f-62
RALB	36	f-63
RALBP1	1	f-16
RALBP1	1	f-211
RALBP1	1	f-212
RALBP1	1	f-51
RALBP1	12	f-61
RALBP1	122	f-28
RALBP1	17	f-62
RALBP1	194	f-12
RALBP1	201	f-13
RALBP1	25	f-14
RALBP1	35	f-26
RALBP1	39	f-63
RALBP1	9	f-25
RALBP1	9	f-27
RALGAPA1	1	f-16
RALGAPA1	110	f-37
RALGAPA1	111	f-391
RALGAPA1	113	f-390
RALGAPA1	135	f-27
RALGAPA1	148	f-92
RALGAPA1	161	f-35
RALGAPA1	165	f-36
RALGAPA1	212	f-42
RALGAPA1	215	f-28
RALGAPA1	238	f-392
RALGAPA1	253	f-12
RALGAPA1	33	f-14
RALGAPA1	73	f-39
RALGAPA1	89	f-38
RALGAPA2	142	f-12
RALGAPA2	180	f-22
RALGAPA2	201	f-27
RALGAPA2	4	f-25
RALGAPA2	4	f-41
RALGAPA2	5	f-23
RALGAPA2	5	f-71
RALGAPA2	6	f-14
RALGAPB	2	f-391
RALGDS	1	f-211
RALGDS	1	f-213
RALGDS	1	f-23
RALGDS	1	f-71
RALGDS	132	f-13
RALGDS	2	f-37
RALGDS	29	f-14
RALGDS	32	f-22
RALGDS	59	f-33
RALGPS1	1	f-16
RALGPS1	1	f-51
RALGPS1	108	f-390
RALGPS1	110	f-42
RALGPS1	119	f-39
RALGPS1	124	f-38
RALGPS1	126	f-92
RALGPS1	163	f-13
RALGPS1	206	f-391
RALGPS1	22	f-14
RALGPS1	234	f-91
RALGPS1	239	f-37
RALGPS1	250	f-35
RALGPS1	260	f-36
RALGPS1	264	f-23
RALGPS1	264	f-71
RALGPS1	269	f-392
RALGPS1	272	f-27
RALGPS1	275	f-28
RALGPS1	3	f-61
RALGPS1	332	f-12
RALGPS1	36	f-26
RALGPS1	36	f-62
RALGPS1	38	f-63
RALGPS1	4	f-211
RALGPS1	4	f-212
RALGPS1	4	f-213
RALGPS1	5	f-25
RALGPS2	1	f-14
RALGPS2	1	f-25
RALGPS2	1	f-41
RALGPS2	14	f-27
RALGPS2	4	f-28
RALY	1	f-41
RALY	31	f-13
RALY	8	f-14
RALY	8	f-63
RAMP1	1	f-213
RAMP1	1	f-39
RAMP1	1	f-391
RAMP1	10	f-12
RAMP1	11	f-14
RAMP1	122	f-13
RAMP1	2	f-16
RAMP1	2	f-25
RAMP1	6	f-61
RAMP1	8	f-63
RAMP1	9	f-62
RAMP2-AS1	12	f-38
RAMP2-AS1	4	f-37
RAMP3	106	f-390
RAMP3	115	f-391
RAMP3	18	f-12
RAMP3	4	f-25
RAMP3	64	f-13
RAMP3	7	f-14
RAMP3	7	f-212
RAMP3	9	f-211
RAMP3	9	f-213
RAN	1	f-26
RAN	1	f-61
RAN	1	f-62
RAN	23	f-13
RAN	3	f-14
RAN	5	f-41
RAN	6	f-63
RANBP1	1	f-14
RANBP10	1	f-41
RANBP10	12	f-13
RANBP17	1	f-14
RANBP17	1	f-35
RANBP17	2	f-39
RANBP17	519	f-28
RANBP17	8	f-211
RANBP17	8	f-212
RANBP17	9	f-213
RANBP2	1	f-91
RANBP2	3	f-61
RANBP2	3	f-62
RANBP2	4	f-14
RANBP20P	1	f-39
RANBP20P	3	f-390
RANBP3	10	f-61
RANBP3	14	f-62
RANBP3	17	f-63
RANBP3	2	f-26
RANBP3	3	f-41
RANBP3	4	f-25
RANBP3	6	f-14
RANBP3	63	f-13
RANBP3L	4	f-41
RANBP3L	6	f-26
RANBP6	1	f-25
RANBP6	1	f-26
RANBP6	1	f-36
RANBP6	1	f-37
RANBP6	3	f-35
RANBP6	3	f-41
RANBP6	3	f-42
RANBP9	1	f-213
RANBP9	1	f-25
RANBP9	1	f-26
RANBP9	1	f-38
RANBP9	1	f-92
RANBP9	2	f-14
RANBP9	2	f-36
RANBP9	22	f-13
RANBP9	22	f-391
RANBP9	6	f-41
RANBP9	9	f-61
RANGAP1	1	f-51
RANGAP1	135	f-13
RANGAP1	16	f-14
RANGAP1	19	f-62
RANGAP1	4	f-61
RANGAP1	7	f-26
RANGRF	1	f-25
RANGRF	1	f-26
RANGRF	2	f-41
RANGRF	2	f-62
RANP1	2	f-35
RANP2	3	f-392
RANP3	18	f-392
RANP8	1	f-14
RANP8	3	f-39
RAP1A	1	f-12
RAP1A	1	f-232
RAP1A	1	f-390
RAP1A	1	f-391
RAP1A	1	f-61
RAP1A	2	f-234
RAP1A	209	f-13
RAP1A	4	f-26
RAP1A	56	f-28
RAP1A	56	f-36
RAP1A	8	f-14
RAP1AP	1	f-14
RAP1B	1	f-26
RAP1B	1	f-35
RAP1B	1	f-51
RAP1B	1	f-62
RAP1B	1	f-63
RAP1B	3	f-25
RAP1B	6	f-14
RAP1GAP	1	f-16
RAP1GAP	217	f-13
RAP1GAP	56	f-12
RAP1GAP	77	f-14
RAP1GAP2	1	f-16
RAP1GAP2	13	f-42
RAP1GAP2	25	f-14
RAP1GDS1	18	f-26
RAP1GDS1	246	f-12
RAP1GDS1	3	f-63
RAP1GDS1	373	f-13
RAP1GDS1	4	f-14
RAP1GDS1	4	f-42
RAP2A	1	f-23
RAP2A	1	f-51
RAP2A	1	f-71
RAP2A	2	f-14
RAP2A	30	f-63
RAP2A	35	f-61
RAP2A	36	f-62
RAP2A	41	f-26
RAP2A	8	f-41
RAP2A	94	f-13
RAP2B	1	f-36
RAP2B	1	f-41
RAP2B	15	f-13
RAP2B	2	f-14
RAP2B	2	f-25
RAP2B	2	f-62
RAP2B	4	f-63
RAP2C	2	f-61
RAP2C	2	f-63
RAP2C	9	f-26
RAPGEF1	1	f-16
RAPGEF1	1	f-212
RAPGEF1	1	f-213
RAPGEF1	1	f-25
RAPGEF1	132	f-33
RAPGEF1	2	f-51
RAPGEF1	239	f-12
RAPGEF1	38	f-63
RAPGEF1	43	f-62
RAPGEF1	45	f-26
RAPGEF1	5	f-41
RAPGEF1	50	f-14
RAPGEF1	52	f-61
RAPGEF1	525	f-13
RAPGEF2	1	f-16
RAPGEF2	1	f-38
RAPGEF2	1	f-51
RAPGEF2	12	f-37
RAPGEF2	12	f-392
RAPGEF2	19	f-63
RAPGEF2	23	f-14
RAPGEF2	23	f-61
RAPGEF2	3	f-26
RAPGEF2	56	f-12
RAPGEF2	9	f-62
RAPGEF3	10	f-211
RAPGEF3	107	f-392
RAPGEF3	11	f-212
RAPGEF3	13	f-213
RAPGEF3	3	f-92
RAPGEF3	43	f-14
RAPGEF3	60	f-27
RAPGEF3	67	f-35
RAPGEF3	70	f-36
RAPGEF3	76	f-39
RAPGEF3	8	f-12
RAPGEF3	92	f-37
RAPGEF4	1	f-13
RAPGEF4	1	f-23
RAPGEF4	1	f-390
RAPGEF4	1	f-71
RAPGEF4	115	f-392
RAPGEF4	3	f-211
RAPGEF4	3	f-92
RAPGEF4	4	f-33
RAPGEF4	6	f-212
RAPGEF4	8	f-213
RAPGEF4	84	f-36
RAPGEF4	85	f-35
RAPGEF4-AS1	1	f-36
RAPGEF5	1	f-27
RAPGEF5	1	f-36
RAPGEF5	1	f-41
RAPGEF5	3	f-14
RAPGEF6	155	f-13
RAPGEFL1	1	f-23
RAPGEFL1	1	f-71
RAPGEFL1	19	f-14
RAPGEFL1	20	f-13
RAPGEFL1	9	f-12
RAPH1	1	f-25
RAPH1	1	f-42
RAPH1	119	f-39
RAPH1	12	f-13
RAPH1	17	f-61
RAPH1	25	f-63
RAPH1	28	f-62
RAPH1	4	f-26
RAPH1	7	f-41
RAPSN	1	f-392
RAPSN	13	f-22
RAPSN	2	f-33
RAPSN	7	f-14
RAPSN	9	f-35
RARA	1	f-41
RARA	1	f-51
RARA	15	f-14
RARA	2	f-12
RARA	3	f-63
RARA	9	f-13
RARB	1	f-14
RARB	1	f-25
RARB	1	f-39
RARB	13	f-13
RARB	2	f-41
RARB	4	f-26
RARG	1	f-28
RARG	8	f-14
RARRES1	1	f-91
RARRES1	116	f-61
RARRES1	2	f-28
RARRES1	30	f-35
RARRES1	75	f-63
RARRES1	87	f-62
RARRES2	1	f-38
RARRES2	117	f-37
RARRES2	12	f-36
RARRES2	120	f-92
RARRES2	2	f-390
RARRES2	2	f-91
RARRES2	23	f-391
RARRES2	3	f-14
RARRES2	6	f-212
RARRES2	7	f-211
RARRES2	7	f-213
RARRES2	90	f-392
RARRES3	2	f-23
RARRES3	2	f-71
RARRES3	4	f-14
RARRES3	4	f-26
RARRES3	6	f-13
RARS	1	f-16
RARS	1	f-25
RARS	1	f-42
RARS	1	f-51
RARS	10	f-36
RARS	17	f-26
RARS	2	f-211
RARS	2	f-391
RARS	223	f-33
RARS	4	f-212
RARS	7	f-14
RARS	7	f-62
RARS	96	f-13
RARS2	16	f-62
RARS2	21	f-61
RARS2	271	f-13
RARS2	31	f-26
RARS2	4	f-14
RARS2	42	f-63
RASA1	1	f-14
RASA1	1	f-25
RASA1	1	f-26
RASA1	2	f-62
RASA1	2	f-63
RASA1	9	f-13
RASA2	2	f-14
RASA2	2	f-392
RASA2	6	f-63
RASA2	7	f-62
RASA2	9	f-26
RASA3	104	f-33
RASA3	16	f-62
RASA3	4	f-26
RASA3	4	f-41
RASA3	58	f-14
RASA3	69	f-13
RASA3	8	f-63
RASA3	9	f-61
RASA3-IT1	1	f-390
RASA4	14	f-14
RASA4	2	f-16
RASA4	34	f-23
RASA4	34	f-71
RASA4B	154	f-14
RASA4B	3	f-22
RASA4B	7	f-12
RASA4B	78	f-23
RASA4B	78	f-71
RASA4B	97	f-33
RASA4CP	101	f-37
RASA4CP	18	f-42
RASA4CP	2	f-38
RASA4CP	281	f-12
RASA4CP	35	f-392
RASA4CP	4	f-390
RASA4CP	4	f-391
RASA4CP	5	f-36
RASA4CP	6	f-35
RASA4CP	7	f-39
RASA4CP	9	f-14
RASA4CP	9	f-91
RASA4CP	9	f-92
RASA4CP	90	f-28
RASA4DP	103	f-12
RASA4DP	59	f-14
RASAL1	1	f-26
RASAL1	1	f-41
RASAL1	105	f-392
RASAL1	114	f-39
RASAL1	120	f-390
RASAL1	154	f-37
RASAL1	158	f-391
RASAL1	19	f-14
RASAL1	25	f-62
RASAL1	25	f-63
RASAL1	26	f-61
RASAL1	9	f-42
RASAL1	95	f-92
RASAL1	96	f-36
RASAL1	99	f-35
RASAL2	1	f-14
RASAL2	1	f-61
RASAL2	2	f-62
RASAL2	3	f-91
RASAL2	5	f-25
RASAL2	5	f-26
RASAL2	7	f-42
RASAL3	1	f-25
RASAL3	1	f-392
RASAL3	10	f-14
RASAL3	15	f-62
RASAL3	2	f-211
RASAL3	2	f-51
RASAL3	4	f-26
RASAL3	4	f-41
RASAL3	4	f-61
RASAL3	7	f-63
RASD1	127	f-13
RASD1	2	f-14
RASD1	52	f-25
RASD1	85	f-26
RASD2	2	f-22
RASD2	2	f-25
RASEF	1	f-14
RASEF	2	f-38
RASGEF1A	20	f-14
RASGEF1A	7	f-21
RASGEF1A	7	f-72
RASGEF1A	8	f-23
RASGEF1A	8	f-71
RASGEF1A	90	f-37
RASGEF1B	1	f-14
RASGEF1B	1	f-61
RASGEF1B	1	f-63
RASGEF1B	17	f-391
RASGEF1B	18	f-12
RASGEF1B	2	f-26
RASGEF1B	2	f-62
RASGEF1B	25	f-390
RASGEF1B	4	f-33
RASGEF1C	1	f-13
RASGEF1C	1	f-14
RASGEF1C	1	f-211
RASGEF1C	1	f-41
RASGEF1C	3	f-212
RASGEF1C	3	f-213
RASGRF1	1	f-35
RASGRF1	3	f-14
RASGRF2	108	f-33
RASGRF2	15	f-14
RASGRF2	3	f-390
RASGRF2	3	f-392
RASGRF2	50	f-36
RASGRF2	75	f-92
RASGRF2	88	f-35
RASGRP1	1	f-390
RASGRP1	1	f-51
RASGRP1	1	f-61
RASGRP1	18	f-14
RASGRP1	3	f-42
RASGRP1	3	f-63
RASGRP1	4	f-41
RASGRP1	42	f-13
RASGRP2	1	f-14
RASGRP2	1	f-51
RASGRP3	1	f-211
RASGRP3	1	f-212
RASGRP3	18	f-12
RASGRP3	2	f-32
RASGRP3	20	f-391
RASGRP3	20	f-92
RASGRP3	21	f-392
RASGRP3	249	f-13
RASGRP3	25	f-38
RASGRP3	28	f-390
RASGRP3	31	f-37
RASGRP3	31	f-91
RASGRP3	33	f-36
RASGRP3	33	f-39
RASGRP3	35	f-35
RASGRP3	38	f-14
RASGRP3	4	f-27
RASGRP3	52	f-33
RASGRP3	54	f-42
RASGRP4	1	f-16
RASGRP4	1	f-51
RASGRP4	12	f-14
RASGRP4	12	f-62
RASGRP4	17	f-63
RASGRP4	197	f-13
RASGRP4	51	f-26
RASIP1	5	f-14
RASIP1	8	f-13
RASL10A	1	f-25
RASL10A	1	f-26
RASL10A	15	f-13
RASL10B	2	f-41
RASL11A	1	f-16
RASL11A	1	f-211
RASL11A	1	f-23
RASL11A	1	f-37
RASL11A	1	f-71
RASL11A	12	f-14
RASL11A	2	f-21
RASL11A	2	f-72
RASL11A	34	f-13
RASL11A	90	f-12
RASL11B	7	f-13
RASL11B	7	f-63
RASL12	1	f-390
RASSF1	1	f-12
RASSF1	1	f-16
RASSF1	2	f-14
RASSF1	26	f-390
RASSF1	31	f-23
RASSF1	31	f-71
RASSF1	4	f-26
RASSF1	64	f-92
RASSF1	9	f-13
